keyword_id,keyword,parent_region,country,city,amenity_facet,search_intent,funnel_stage,est_monthly_volume,est_keyword_difficulty,serp_strength,business_value,freshness_sensitivity,content_type,page_type,programmatic_suitability,featured_snippet_opportunity,ai_overview_potential,comparison_intent,affiliate_intent,local_intent,priority_score
S2-0219,Algarve Portugal remote work tax residency and stay limits,Europe,Portugal,Algarve,tax residency and stay limits,Informational / Navigational,TOFU,1197,11,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0220,best coliving in Algarve dual isp internet redundancy,Europe,Portugal,Algarve,dual isp internet redundancy,Commercial Investigation,MOFU,1210,16,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),95.8
S2-0221,Algarve workation spaces with dual isp internet redundancy,Europe,Portugal,Algarve,dual isp internet redundancy,Informational / Navigational,TOFU,1223,21,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),90.5
S2-0222,Algarve Portugal remote work dual isp internet redundancy,Europe,Portugal,Algarve,dual isp internet redundancy,Informational / Navigational,TOFU,1236,26,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),85.1
S2-0223,best coliving in Algarve coliving with swimming pool and gym,Europe,Portugal,Algarve,coliving with swimming pool and gym,Commercial Investigation,MOFU,1249,31,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),79.8
S2-0224,Algarve workation spaces with coliving with swimming pool and gym,Europe,Portugal,Algarve,coliving with swimming pool and gym,Informational / Navigational,TOFU,1262,8,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0225,Algarve Portugal remote work coliving with swimming pool and gym,Europe,Portugal,Algarve,coliving with swimming pool and gym,Informational / Navigational,TOFU,1275,13,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0226,best coliving in Algarve dog friendly workation properties,Europe,Portugal,Algarve,dog friendly workation properties,Commercial Investigation,MOFU,1288,18,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),94.5
S2-0227,Algarve workation spaces with dog friendly workation properties,Europe,Portugal,Algarve,dog friendly workation properties,Informational / Navigational,TOFU,1301,23,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),89.2
S2-0228,Algarve Portugal remote work dog friendly workation properties,Europe,Portugal,Algarve,dog friendly workation properties,Informational / Navigational,TOFU,1314,28,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),83.8
S2-0229,best coliving in Algarve workation retreats for distributed teams,Europe,Portugal,Algarve,workation retreats for distributed teams,Commercial Investigation,MOFU,1327,33,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),78.4
S2-0230,Algarve workation spaces with workation retreats for distributed teams,Europe,Portugal,Algarve,workation retreats for distributed teams,Informational / Navigational,TOFU,1340,10,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0231,Algarve Portugal remote work workation retreats for distributed teams,Europe,Portugal,Algarve,workation retreats for distributed teams,Informational / Navigational,TOFU,1353,15,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),98.5
S2-0232,best coliving in Algarve budget friendly coliving under 1000,Europe,Portugal,Algarve,budget friendly coliving under 1000,Commercial Investigation,MOFU,1366,20,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),93.2
S2-0233,Algarve workation spaces with budget friendly coliving under 1000,Europe,Portugal,Algarve,budget friendly coliving under 1000,Informational / Navigational,TOFU,1379,25,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),87.8
S2-0234,Algarve Portugal remote work budget friendly coliving under 1000,Europe,Portugal,Algarve,budget friendly coliving under 1000,Informational / Navigational,TOFU,1392,30,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),82.5
S2-0235,best coliving in Algarve luxury executive workation apartments,Europe,Portugal,Algarve,luxury executive workation apartments,Commercial Investigation,MOFU,1405,35,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),77.1
S2-0236,Algarve workation spaces with luxury executive workation apartments,Europe,Portugal,Algarve,luxury executive workation apartments,Informational / Navigational,TOFU,1418,12,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0237,Algarve Portugal remote work luxury executive workation apartments,Europe,Portugal,Algarve,luxury executive workation apartments,Informational / Navigational,TOFU,1431,17,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),97.2
S2-0238,best coliving in Algarve coliving with private ensuite bathroom,Europe,Portugal,Algarve,coliving with private ensuite bathroom,Commercial Investigation,MOFU,1444,22,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),91.8
S2-0239,Algarve workation spaces with coliving with private ensuite bathroom,Europe,Portugal,Algarve,coliving with private ensuite bathroom,Informational / Navigational,TOFU,1457,27,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),86.5
S2-0240,Algarve Portugal remote work coliving with private ensuite bathroom,Europe,Portugal,Algarve,coliving with private ensuite bathroom,Informational / Navigational,TOFU,1470,32,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),81.1
S2-0241,best coliving in Bansko verified high speed fiber wifi,Europe,Bulgaria,Bansko,verified high speed fiber wifi,Commercial Investigation,MOFU,1483,9,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),99.0
S2-0242,Bansko workation spaces with verified high speed fiber wifi,Europe,Bulgaria,Bansko,verified high speed fiber wifi,Informational / Navigational,TOFU,1496,14,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0243,Bansko Bulgaria remote work verified high speed fiber wifi,Europe,Bulgaria,Bansko,verified high speed fiber wifi,Informational / Navigational,TOFU,1509,19,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),95.9
S2-0244,best coliving in Bansko ergonomic chairs standing desks,Europe,Bulgaria,Bansko,ergonomic chairs standing desks,Commercial Investigation,MOFU,1522,24,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),90.5
S2-0245,Bansko workation spaces with ergonomic chairs standing desks,Europe,Bulgaria,Bansko,ergonomic chairs standing desks,Informational / Navigational,TOFU,1535,29,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),85.2
S2-0246,Bansko Bulgaria remote work ergonomic chairs standing desks,Europe,Bulgaria,Bansko,ergonomic chairs standing desks,Informational / Navigational,TOFU,1548,34,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),79.8
S2-0247,best coliving in Bansko private soundproof phone call booths,Europe,Bulgaria,Bansko,private soundproof phone call booths,Commercial Investigation,MOFU,1561,11,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),99.0
S2-0248,Bansko workation spaces with private soundproof phone call booths,Europe,Bulgaria,Bansko,private soundproof phone call booths,Informational / Navigational,TOFU,1574,16,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0249,Bansko Bulgaria remote work private soundproof phone call booths,Europe,Bulgaria,Bansko,private soundproof phone call booths,Informational / Navigational,TOFU,1587,21,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),94.5
S2-0250,best coliving in Bansko backup generator battery power ups,Europe,Bulgaria,Bansko,backup generator battery power ups,Commercial Investigation,MOFU,1600,26,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),89.2
S2-0251,Bansko workation spaces with backup generator battery power ups,Europe,Bulgaria,Bansko,backup generator battery power ups,Informational / Navigational,TOFU,1613,31,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),83.8
